DEBUG:processor.ControlUnit: Tick=1 | STAGE=FETCH | OP=load | PC=0 | R1=0 | R2=0 | R3=0 |  data={}
DEBUG:processor.ControlUnit: Tick=1884 | STAGE=FETCH | OP=jmp | PC=61 | R1=17711 | R2=28657 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1885 | STAGE=DECODE | OP=jmp | PC=61 | R1=17711 | R2=28657 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1886 | STAGE=EXECUTE | OP=jmp | PC=61 | R1=17711 | R2=28657 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1887 | STAGE=FETCH | OP=jmp | PC=14 | R1=17711 | R2=28657 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1888 | STAGE=DECODE | OP=jmp | PC=14 | R1=17711 | R2=28657 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1889 | STAGE=EXECUTE | OP=jmp | PC=14 | R1=17711 | R2=28657 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1890 | STAGE=FETCH | OP=load | PC=15 | R1=17711 | R2=28657 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1891 | STAGE=DECODE | OP=load | PC=15 | R1=17711 | R2=28657 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1892 | STAGE=EXECUTE | OP=load | PC=15 | R1=17711 | R2=28657 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1893 | STAGE=MEMORY | OP=load | PC=15 | R1=17711 | R2=28657 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1894 | STAGE=WRITEBACK | OP=load | PC=15 | R1=17711 | R2=28657 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1895 | STAGE=FETCH | OP=load_from | PC=16 | R1=1 | R2=28657 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1896 | STAGE=DECODE | OP=load_from | PC=16 | R1=1 | R2=28657 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1897 | STAGE=EXECUTE | OP=load_from | PC=16 | R1=1 | R2=28657 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1898 | STAGE=MEMORY | OP=load_from | PC=16 | R1=1 | R2=28657 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1899 | STAGE=WRITEBACK | OP=load_from | PC=16 | R1=1 | R2=28657 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1900 | STAGE=FETCH | OP=load | PC=17 | R1=17711 | R2=28657 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1901 | STAGE=DECODE | OP=load | PC=17 | R1=17711 | R2=28657 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1902 | STAGE=EXECUTE | OP=load | PC=17 | R1=17711 | R2=28657 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1903 | STAGE=MEMORY | OP=load | PC=17 | R1=17711 | R2=28657 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1904 | STAGE=WRITEBACK | OP=load | PC=17 | R1=17711 | R2=28657 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1905 | STAGE=FETCH | OP=load_from | PC=18 | R1=17711 | R2=3 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1906 | STAGE=DECODE | OP=load_from | PC=18 | R1=17711 | R2=3 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1907 | STAGE=EXECUTE | OP=load_from | PC=18 | R1=17711 | R2=3 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1908 | STAGE=MEMORY | OP=load_from | PC=18 | R1=17711 | R2=3 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1909 | STAGE=WRITEBACK | OP=load_from | PC=18 | R1=17711 | R2=3 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1910 | STAGE=FETCH | OP=sub | PC=19 | R1=17711 | R2=4000000 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1911 | STAGE=DECODE | OP=sub | PC=19 | R1=17711 | R2=4000000 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1912 | STAGE=EXECUTE | OP=sub | PC=19 | R1=17711 | R2=4000000 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1913 | STAGE=MEMORY | OP=sub | PC=19 | R1=17711 | R2=4000000 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1914 | STAGE=WRITEBACK | OP=sub | PC=19 | R1=17711 | R2=4000000 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1915 | STAGE=FETCH | OP=jn | PC=20 | R1=17711 | R2=3982289 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1916 | STAGE=DECODE | OP=jn | PC=20 | R1=17711 | R2=3982289 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1917 | STAGE=EXECUTE | OP=jn | PC=20 | R1=17711 | R2=3982289 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1918 | STAGE=MEMORY | OP=load | PC=21 | R1=17711 | R2=3982289 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1919 | STAGE=WRITEBACK | OP=load | PC=21 | R1=17711 | R2=3982289 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1920 | STAGE=FETCH | OP=load | PC=21 | R1=17711 | R2=3982289 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1921 | STAGE=DECODE | OP=load | PC=21 | R1=17711 | R2=3982289 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1922 | STAGE=EXECUTE | OP=load | PC=21 | R1=17711 | R2=3982289 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1923 | STAGE=MEMORY | OP=load | PC=21 | R1=17711 | R2=3982289 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1924 | STAGE=WRITEBACK | OP=load | PC=21 | R1=17711 | R2=3982289 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1925 | STAGE=FETCH | OP=mod | PC=22 | R1=17711 | R2=2 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1926 | STAGE=DECODE | OP=mod | PC=22 | R1=17711 | R2=2 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1927 | STAGE=EXECUTE | OP=mod | PC=22 | R1=17711 | R2=2 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1928 | STAGE=MEMORY | OP=mod | PC=22 | R1=17711 | R2=2 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1929 | STAGE=WRITEBACK | OP=mod | PC=22 | R1=17711 | R2=2 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1930 | STAGE=FETCH | OP=load | PC=23 | R1=1 | R2=2 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1931 | STAGE=DECODE | OP=load | PC=23 | R1=1 | R2=2 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1932 | STAGE=EXECUTE | OP=load | PC=23 | R1=1 | R2=2 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1933 | STAGE=MEMORY | OP=load | PC=23 | R1=1 | R2=2 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1934 | STAGE=WRITEBACK | OP=load | PC=23 | R1=1 | R2=2 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1935 | STAGE=FETCH | OP=cmp | PC=24 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1936 | STAGE=DECODE | OP=cmp | PC=24 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1937 | STAGE=EXECUTE | OP=cmp | PC=24 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1938 | STAGE=MEMORY | OP=cmp | PC=24 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1939 | STAGE=WRITEBACK | OP=cmp | PC=24 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1940 | STAGE=FETCH | OP=je | PC=25 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1941 | STAGE=DECODE | OP=je | PC=25 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1942 | STAGE=EXECUTE | OP=je | PC=25 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1943 | STAGE=MEMORY | OP=jmp | PC=26 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1944 | STAGE=WRITEBACK | OP=jmp | PC=26 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1945 | STAGE=FETCH | OP=jmp | PC=26 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1946 | STAGE=DECODE | OP=jmp | PC=26 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1947 | STAGE=EXECUTE | OP=jmp | PC=26 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1948 | STAGE=FETCH | OP=load | PC=34 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1949 | STAGE=DECODE | OP=load | PC=34 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1950 | STAGE=EXECUTE | OP=load | PC=34 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1951 | STAGE=MEMORY | OP=load | PC=34 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1952 | STAGE=WRITEBACK | OP=load | PC=34 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1953 | STAGE=FETCH | OP=load_from | PC=35 | R1=2 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1954 | STAGE=DECODE | OP=load_from | PC=35 | R1=2 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1955 | STAGE=EXECUTE | OP=load_from | PC=35 | R1=2 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1956 | STAGE=MEMORY | OP=load_from | PC=35 | R1=2 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1957 | STAGE=WRITEBACK | OP=load_from | PC=35 | R1=2 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1958 | STAGE=FETCH | OP=load | PC=36 | R1=28657 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1959 | STAGE=DECODE | OP=load | PC=36 | R1=28657 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1960 | STAGE=EXECUTE | OP=load | PC=36 | R1=28657 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1961 | STAGE=MEMORY | OP=load | PC=36 | R1=28657 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1962 | STAGE=WRITEBACK | OP=load | PC=36 | R1=28657 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1963 | STAGE=FETCH | OP=load_from | PC=37 | R1=28657 | R2=3 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1964 | STAGE=DECODE | OP=load_from | PC=37 | R1=28657 | R2=3 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1965 | STAGE=EXECUTE | OP=load_from | PC=37 | R1=28657 | R2=3 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1966 | STAGE=MEMORY | OP=load_from | PC=37 | R1=28657 | R2=3 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1967 | STAGE=WRITEBACK | OP=load_from | PC=37 | R1=28657 | R2=3 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1968 | STAGE=FETCH | OP=sub | PC=38 | R1=28657 | R2=4000000 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1969 | STAGE=DECODE | OP=sub | PC=38 | R1=28657 | R2=4000000 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1970 | STAGE=EXECUTE | OP=sub | PC=38 | R1=28657 | R2=4000000 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1971 | STAGE=MEMORY | OP=sub | PC=38 | R1=28657 | R2=4000000 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1972 | STAGE=WRITEBACK | OP=sub | PC=38 | R1=28657 | R2=4000000 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1973 | STAGE=FETCH | OP=jn | PC=39 | R1=28657 | R2=3971343 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1974 | STAGE=DECODE | OP=jn | PC=39 | R1=28657 | R2=3971343 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1975 | STAGE=EXECUTE | OP=jn | PC=39 | R1=28657 | R2=3971343 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1976 | STAGE=MEMORY | OP=load | PC=40 | R1=28657 | R2=3971343 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1977 | STAGE=WRITEBACK | OP=load | PC=40 | R1=28657 | R2=3971343 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1978 | STAGE=FETCH | OP=load | PC=40 | R1=28657 | R2=3971343 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1979 | STAGE=DECODE | OP=load | PC=40 | R1=28657 | R2=3971343 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1980 | STAGE=EXECUTE | OP=load | PC=40 | R1=28657 | R2=3971343 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1981 | STAGE=MEMORY | OP=load | PC=40 | R1=28657 | R2=3971343 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1982 | STAGE=WRITEBACK | OP=load | PC=40 | R1=28657 | R2=3971343 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1983 | STAGE=FETCH | OP=mod | PC=41 | R1=28657 | R2=2 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1984 | STAGE=DECODE | OP=mod | PC=41 | R1=28657 | R2=2 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1985 | STAGE=EXECUTE | OP=mod | PC=41 | R1=28657 | R2=2 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1986 | STAGE=MEMORY | OP=mod | PC=41 | R1=28657 | R2=2 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1987 | STAGE=WRITEBACK | OP=mod | PC=41 | R1=28657 | R2=2 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1988 | STAGE=FETCH | OP=load | PC=42 | R1=1 | R2=2 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1989 | STAGE=DECODE | OP=load | PC=42 | R1=1 | R2=2 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1990 | STAGE=EXECUTE | OP=load | PC=42 | R1=1 | R2=2 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1991 | STAGE=MEMORY | OP=load | PC=42 | R1=1 | R2=2 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1992 | STAGE=WRITEBACK | OP=load | PC=42 | R1=1 | R2=2 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1993 | STAGE=FETCH | OP=cmp | PC=43 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1994 | STAGE=DECODE | OP=cmp | PC=43 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1995 | STAGE=EXECUTE | OP=cmp | PC=43 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1996 | STAGE=MEMORY | OP=cmp | PC=43 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1997 | STAGE=WRITEBACK | OP=cmp | PC=43 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1998 | STAGE=FETCH | OP=je | PC=44 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=1999 | STAGE=DECODE | OP=je | PC=44 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2000 | STAGE=EXECUTE | OP=je | PC=44 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2001 | STAGE=MEMORY | OP=jmp | PC=45 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2002 | STAGE=WRITEBACK | OP=jmp | PC=45 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2003 | STAGE=FETCH | OP=jmp | PC=45 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2004 | STAGE=DECODE | OP=jmp | PC=45 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2005 | STAGE=EXECUTE | OP=jmp | PC=45 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2006 | STAGE=FETCH | OP=load | PC=53 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2007 | STAGE=DECODE | OP=load | PC=53 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2008 | STAGE=EXECUTE | OP=load | PC=53 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2009 | STAGE=MEMORY | OP=load | PC=53 | R1=1 | R2=0 | R3=0 |  data={0: 14328, 1: 17711, 2: 28657, 3: 4000000, 4: 32, 5: 0}
